Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
0,0.03315,2.2185,0.5415,-0.0465
0.2,0.03315,2.2185,0.5415,-0.0465
0.399,0.03315,2.2185,0.5415,-0.0465
0.6,0.0331,2.217,0.5415,-0.0465
0.8,0.0332,2.2185,0.5415,-0.0465
1,0.03315,2.2185,0.5415,-0.0465
1.2,0.0332,2.2185,0.5415,-0.0465
1.4,0.03315,2.2185,0.5415,-0.0465
1.6,0.03315,2.2185,0.5415,-0.0465
1.8,0.0332,2.2185,0.543,-0.0465
2,0.03315,2.2185,0.5445,-0.0465
2.2,0.0331,2.2185,0.546,-0.0465
2.4,0.0331,2.2185,0.549,-0.0465
2.6,0.0332,2.217,0.5505,-0.0465
2.8,0.0332,2.217,0.5535,-0.0465
2.999,0.0332,2.217,0.555,-0.0465
3.2,0.0332,2.217,0.558,-0.0465
3.4,0.03315,2.2155,0.561,-0.0465
3.6,0.0332,2.2155,0.564,-0.0465
3.8,0.0332,2.2155,0.5655,-0.0465
4,0.0332,2.214,0.5685,-0.0465
4.2,0.0332,2.214,0.5715,-0.0465
4.4,0.0332,2.2125,0.5745,-0.0465
4.6,0.0332,2.2125,0.5775,-0.0465
4.8,0.03315,2.211,0.5805,-0.045
5,0.0332,2.2095,0.5835,-0.045
5.2,0.0332,2.2095,0.5865,-0.045
5.4,0.0332,2.208,0.5895,-0.045
5.599,0.0332,2.2065,0.5925,-0.045
5.8,0.0332,2.205,0.5955,-0.045
6,0.03315,2.2035,0.5985,-0.045
6.199,0.0332,2.202,0.6015,-0.045
6.4,0.0332,2.2005,0.6045,-0.045
6.6,0.03315,2.199,0.6075,-0.045
6.8,0.03315,2.196,0.6105,-0.045
7,0.03315,2.1945,0.6135,-0.0435
7.2,0.03315,2.193,0.6165,-0.0435
7.4,0.0332,2.19,0.621,-0.0435
7.599,0.03315,2.187,0.6225,-0.0435
7.8,0.03315,2.1855,0.6255,-0.0435
7.999,0.03315,2.1825,0.6285,-0.0435
8.2,0.0332,2.1795,0.633,-0.0435
8.4,0.0332,2.1765,0.636,-0.0435
8.6,0.0332,2.175,0.6375,-0.042
8.8,0.0332,2.1705,0.642,-0.042
9,0.03315,2.1675,0.645,-0.042
9.2,0.0332,2.1645,0.648,-0.042
9.4,0.03315,2.1615,0.651,-0.042
9.6,0.03315,2.1585,0.654,-0.042
9.8,0.03315,2.1555,0.657,-0.042
10,0.03315,2.151,0.66,-0.0405
10.2,0.03315,2.148,0.663,-0.0405
10.4,0.0332,2.1435,0.666,-0.0405
10.6,0.0332,2.139,0.669,-0.0405
10.8,0.0332,2.136,0.672,-0.0405
11,0.0332,2.1315,0.675,-0.0405
11.2,0.03315,2.127,0.678,-0.039
11.4,0.0332,2.1225,0.681,-0.039
11.6,0.0332,2.118,0.684,-0.039
11.8,0.03315,2.1135,0.687,-0.039
11.999,0.0331,2.109,0.69,-0.039
12.2,0.03315,2.103,0.693,-0.039
12.4,0.0332,2.0985,0.696,-0.0375
12.6,0.0332,2.094,0.699,-0.0375
12.8,0.03315,2.088,0.702,-0.0375
13,0.03315,2.0835,0.705,-0.0375
13.2,0.0332,2.0775,0.708,-0.0375
13.4,0.03315,2.073,0.711,-0.0375
13.6,0.0332,2.067,0.714,-0.036
13.8,0.0332,2.061,0.717,-0.036
14,0.0332,2.055,0.72,-0.036
14.2,0.0332,2.0505,0.723,-0.036
14.4,0.0332,2.0445,0.726,-0.036
14.599,0.0332,2.0385,0.729,-0.0345
14.799,0.0332,2.0325,0.732,-0.0345
15,0.0332,2.025,0.735,-0.0345
15.199,0.0332,2.019,0.738,-0.0345
15.4,0.0332,2.013,0.741,-0.0345
15.599,0.0332,2.007,0.744,-0.0345
15.8,0.0332,1.9995,0.747,-0.033
16,0.0332,1.9935,0.75,-0.033
16.2,0.0332,1.986,0.753,-0.033
16.4,0.0332,1.98,0.756,-0.033
16.6,0.0332,1.9725,0.759,-0.033
16.8,0.0332,1.9665,0.7605,-0.033
17,0.0332,1.959,0.765,-0.0315
17.2,0.03315,1.9515,0.768,-0.0315
17.4,0.03315,1.944,0.7695,-0.0315
17.6,0.0332,1.9365,0.7725,-0.0315
17.8,0.03315,1.929,0.7755,-0.0315
18,0.0332,1.9215,0.7785,-0.0315
18.2,0.0332,1.914,0.7815,-0.03
18.399,0.0332,1.9065,0.7845,-0.03
18.6,0.0332,1.899,0.7875,-0.03
18.8,0.03315,1.8915,0.7905,-0.03
18.999,0.0332,1.884,0.7935,-0.03
19.2,0.0332,1.8765,0.7965,-0.0285
19.4,0.0332,1.869,0.7995,-0.0285
19.599,0.0332,1.8615,0.8025,-0.0285
19.799,0.0332,1.854,0.804,-0.0285
20,0.0332,1.8465,0.807,-0.0285
20.2,0.03315,1.839,0.81,-0.0285
20.4,0.0332,1.83,0.813,-0.027
20.6,0.03315,1.8225,0.816,-0.027
20.799,0.0332,1.815,0.8175,-0.027
21,0.0332,1.806,0.8205,-0.027
21.2,0.0332,1.7985,0.8235,-0.027
21.4,0.0332,1.7895,0.8265,-0.0255
21.6,0.03315,1.7805,0.8295,-0.0255
21.8,0.0332,1.773,0.8325,-0.0255
22,0.03315,1.764,0.8355,-0.0255
22.199,0.03315,1.755,0.8385,-0.0255
22.4,0.03315,1.7475,0.8415,-0.0255
22.6,0.03315,1.7385,0.843,-0.024
22.8,0.03315,1.7295,0.846,-0.024
23,0.0331,1.722,0.849,-0.024
23.199,0.03315,1.713,0.852,-0.024
23.4,0.03315,1.7055,0.855,-0.024
23.599,0.03315,1.6965,0.858,-0.0225
23.8,0.03315,1.6875,0.861,-0.0225
24,0.03315,1.68,0.864,-0.0225
24.2,0.03315,1.671,0.8655,-0.0225
24.4,0.0331,1.662,0.87,-0.0225
24.6,0.0331,1.6545,0.8715,-0.0225
24.8,0.0331,1.6455,0.8745,-0.0225
25,0.03305,1.6365,0.8775,-0.021
25.2,0.0331,1.629,0.879,-0.021
25.4,0.0331,1.62,0.882,-0.021
25.599,0.0331,1.611,0.885,-0.021
25.8,0.0331,1.6035,0.888,-0.021
26,0.03305,1.5945,0.891,-0.0195
26.2,0.0331,1.5855,0.894,-0.0195
26.4,0.033,1.578,0.897,-0.0195
26.6,0.0331,1.569,0.8985,-0.0195
26.801,0.033,1.56,0.903,-0.0195
27,0.03305,1.551,0.9045,-0.0195
27.2,0.0331,1.5435,0.9075,-0.0195
27.4,0.03305,1.5345,0.9105,-0.018
27.599,0.0331,1.527,0.9135,-0.018
27.799,0.0331,1.518,0.915,-0.018
27.999,0.0331,1.509,0.918,-0.018
28.2,0.03305,1.5015,0.921,-0.018
28.4,0.0331,1.4925,0.924,-0.018
28.6,0.033,1.485,0.927,-0.0165
28.8,0.0331,1.476,0.93,-0.0165
29,0.03295,1.4685,0.9315,-0.0165
29.2,0.03305,1.4595,0.936,-0.0165
29.4,0.0331,1.452,0.9375,-0.0165
29.6,0.0331,1.443,0.9405,-0.0165
29.8,0.03305,1.4355,0.9435,-0.0165
29.999,0.03305,1.4265,0.945,-0.015
30.2,0.0331,1.419,0.948,-0.015
30.4,0.03305,1.41,0.951,-0.015
30.6,0.03305,1.4025,0.954,-0.015
30.8,0.03305,1.3935,0.957,-0.015
31,0.03305,1.386,0.96,-0.015
31.199,0.03305,1.3785,0.9615,-0.015
31.4,0.033,1.3695,0.9645,-0.015
31.6,0.03305,1.362,0.966,-0.0135
31.8,0.03295,1.353,0.969,-0.0135
32.001,0.0331,1.3455,0.9705,-0.0135
32.2,0.03305,1.338,0.975,-0.0135
32.4,0.03305,1.3305,0.978,-0.0135
32.6,0.03295,1.323,0.9795,-0.0135
32.8,0.03305,1.314,0.9825,-0.0135
33,0.033,1.3065,0.9855,-0.0135
33.2,0.033,1.299,0.9885,-0.012
33.399,0.033,1.2915,0.99,-0.012
33.6,0.033,1.284,0.993,-0.012
33.8,0.033,1.2765,0.996,-0.012
34,0.033,1.269,0.999,-0.012
34.2,0.033,1.2615,1.002,-0.012
34.4,0.033,1.254,1.0035,-0.012
34.6,0.033,1.2465,1.0065,-0.012
34.799,0.033,1.239,1.008,-0.0105
35,0.03295,1.233,1.0095,-0.0105
35.2,0.03295,1.2255,1.011,-0.0105
35.4,0.033,1.218,1.0155,-0.0105
35.599,0.033,1.212,1.0185,-0.0105
35.8,0.033,1.2045,1.0185,-0.0105
36,0.033,1.197,1.023,-0.0105
36.2,0.03295,1.191,1.026,-0.0105
36.4,0.0332,1.1835,1.023,-0.009
36.6,0.03295,1.176,1.0305,-0.0105
36.8,0.03295,1.1685,1.0335,-0.0105
37,0.03295,1.161,1.035,-0.0105
37.2,0.03295,1.1535,1.038,-0.009
37.4,0.03295,1.1475,1.041,-0.009
37.599,0.03295,1.14,1.044,-0.009
37.8,0.03295,1.134,1.0455,-0.009
38,0.03295,1.1265,1.0485,-0.009
38.2,0.03295,1.119,1.0515,-0.009
38.4,0.033,1.113,1.0545,-0.009
38.6,0.03295,1.1055,1.056,-0.009
38.8,0.03295,1.0995,1.059,-0.009
39.001,0.03305,1.0935,1.0605,-0.009
39.199,0.03295,1.086,1.0635,-0.0075
39.4,0.0329,1.08,1.0665,-0.0075
39.6,0.03295,1.074,1.068,-0.0075
39.8,0.03295,1.0665,1.071,-0.0075
40,0.03295,1.0605,1.074,-0.0075
40.2,0.03305,1.0545,1.0755,-0.0075
40.4,0.03295,1.0485,1.0785,-0.0075
40.599,0.03295,1.0425,1.0815,-0.0075
40.8,0.03295,1.0365,1.083,-0.0075
40.999,0.03295,1.0305,1.086,-0.0075
41.2,0.0331,1.023,1.0875,-0.0075
41.4,0.0331,1.017,1.0905,-0.0075
41.6,0.03295,1.011,1.0935,-0.006
41.8,0.03295,1.005,1.0965,-0.006
42,0.03295,0.999,1.0995,-0.006
42.2,0.0329,0.993,1.101,-0.006
42.399,0.03295,0.987,1.104,-0.006
42.6,0.03295,0.981,1.1055,-0.006
42.8,0.03295,0.975,1.1085,-0.006
43,0.03295,0.9705,1.1115,-0.006
43.2,0.03295,0.9645,1.1145,-0.006
43.4,0.03295,0.9585,1.116,-0.006
43.6,0.03295,0.9525,1.119,-0.006
43.8,0.03295,0.9465,1.122,-0.006
44,0.03295,0.9405,1.125,-0.006
44.2,0.03295,0.9345,1.1265,-0.006
44.4,0.03295,0.9285,1.128,-0.0045
44.6,0.03295,0.924,1.1325,-0.0045
44.8,0.03295,0.918,1.134,-0.0045
44.999,0.03295,0.912,1.137,-0.0045
45.2,0.03295,0.9075,1.14,-0.0045
45.401,0.0331,0.9015,1.1415,-0.0045
45.6,0.03295,0.8955,1.1445,-0.0045
45.8,0.03295,0.891,1.1475,-0.0045
46,0.03295,0.885,1.1505,-0.0045
46.2,0.03295,0.879,1.152,-0.0045
46.4,0.03295,0.873,1.155,-0.0045
46.6,0.03295,0.8685,1.158,-0.0045
46.8,0.03295,0.864,1.1595,-0.0045
47,0.0331,0.858,1.1625,-0.0045
47.2,0.03295,0.852,1.1655,-0.0045
47.4,0.03295,0.8475,1.1685,-0.0045
47.6,0.03295,0.8415,1.17,-0.0045
47.8,0.03295,0.837,1.173,-0.003
48,0.033,0.8325,1.176,-0.003
48.2,0.033,0.8265,1.1775,-0.003
48.4,0.03305,0.8205,1.1805,-0.003
48.6,0.033,0.816,1.1835,-0.003
48.8,0.033,0.8115,1.1865,-0.003
48.999,0.03295,0.807,1.1865,-0.003
49.2,0.033,0.801,1.191,-0.003
49.4,0.033,0.7965,1.194,-0.003
49.601,0.0331,0.792,1.194,-0.003
49.8,0.033,0.786,1.1985,-0.003
50,0.03295,0.7815,1.2,-0.003
50.2,0.033,0.777,1.203,-0.003
50.4,0.033,0.7725,1.206,-0.003
50.6,0.03295,0.768,1.206,-0.003
50.8,0.033,0.7635,1.2105,-0.003
51.001,0.03295,0.759,1.212,-0.003
51.2,0.03295,0.7545,1.215,-0.003
51.4,0.033,0.75,1.218,-0.003
51.6,0.03295,0.7455,1.221,-0.003
51.801,0.0329,0.7395,1.2225,-0.0015
52.001,0.0329,0.7365,1.2255,-0.0015
52.2,0.03305,0.7305,1.2285,-0.0015
52.4,0.033,0.726,1.2315,-0.0015
52.6,0.03295,0.723,1.233,-0.0015
52.8,0.03305,0.7185,1.236,-0.0015
53,0.0329,0.714,1.2375,-0.0015
53.2,0.03295,0.7095,1.2405,-0.0015
53.4,0.033,0.705,1.2435,-0.0015
53.6,0.03305,0.7005,1.2465,-0.0015
53.799,0.03305,0.6975,1.248,-0.0015
54,0.03305,0.693,1.251,-0.0015
54.2,0.03305,0.6885,1.2525,-0.0015
54.4,0.03295,0.6855,1.254,-0.0015
54.6,0.03305,0.681,1.257,-0.0015
54.8,0.03305,0.6765,1.26,-0.0015
55,0.03295,0.6735,1.2615,-0.0015
55.2,0.0331,0.669,1.2645,-0.0015
55.399,0.03305,0.6645,1.2675,-0.0015
55.6,0.0331,0.66,1.2705,-0.0015
55.8,0.0331,0.657,1.2705,-0.0015
55.999,0.03305,0.654,1.275,-0.0015
56.201,0.03295,0.6495,1.2765,-0.0015
56.4,0.03305,0.6465,1.2795,-0.0015
56.6,0.0331,0.642,1.2825,-0.0015
56.799,0.03305,0.639,1.284,-0.0015
57,0.03305,0.6345,1.287,-0.0015
57.2,0.03305,0.6315,1.2885,-0.0015
57.4,0.03305,0.627,1.2915,0
57.6,0.033,0.624,1.293,0
57.8,0.0331,0.621,1.296,0
58,0.03295,0.6165,1.2975,0
58.2,0.0331,0.6135,1.3005,0
58.399,0.0331,0.609,1.302,0
58.6,0.0331,0.606,1.305,0
58.8,0.0331,0.6015,1.308,0
59,0.0331,0.5985,1.3095,0
59.2,0.0331,0.5955,1.3125,0
59.4,0.0331,0.591,1.314,0
59.6,0.0331,0.588,1.317,0
59.8,0.0331,0.585,1.32,0
60,0.0331,0.582,1.3215,0
60.2,0.0331,0.579,1.3245,0
60.399,0.0331,0.576,1.326,0
60.6,0.0331,0.573,1.329,0
60.8,0.0331,0.57,1.3305,0
61,0.033,0.567,1.332,0
61.199,0.0331,0.5625,1.335,0
61.4,0.033,0.5595,1.3365,0
61.599,0.0331,0.5565,1.3395,0
61.8,0.03315,0.5535,1.3425,0
62.001,0.033,0.5505,1.344,0
62.2,0.0331,0.5475,1.347,0
62.4,0.033,0.5445,1.3485,0
62.6,0.0331,0.5415,1.3515,0
62.8,0.03315,0.5385,1.353,0
62.999,0.0331,0.5355,1.356,0
63.199,0.03315,0.5325,1.3575,0
63.4,0.03305,0.5295,1.3605,0
63.599,0.03315,0.528,1.362,0
63.8,0.03315,0.525,1.3635,0
64,0.03305,0.522,1.3665,0
64.199,0.03315,0.5205,1.368,0
64.399,0.0331,0.5175,1.371,0
64.6,0.03315,0.5145,1.3725,0
64.8,0.03315,0.5115,1.374,0
65,0.03305,0.5085,1.377,0
65.2,0.03315,0.507,1.3785,0
65.4,0.03315,0.5025,1.3815,0
65.6,0.03315,0.501,1.383,0
65.799,0.03315,0.498,1.386,0
66,0.03315,0.495,1.3875,0
66.2,0.03315,0.492,1.3905,0
66.4,0.0331,0.489,1.3935,0
66.6,0.03315,0.486,1.395,0
66.799,0.03315,0.483,1.3965,0
67,0.03315,0.4815,1.398,0
67.2,0.0331,0.4785,1.401,0
67.4,0.0331,0.4755,1.404,0
67.599,0.03315,0.474,1.4055,0
67.799,0.03315,0.471,1.407,0
68.001,0.0331,0.468,1.41,0
68.2,0.03315,0.4665,1.413,0
68.4,0.03315,0.4635,1.4145,0
68.599,0.03315,0.462,1.416,0
68.8,0.03315,0.459,1.419,0
69,0.03315,0.4575,1.422,0
69.199,0.03315,0.4545,1.4235,0
69.4,0.0332,0.4515,1.425,0
69.6,0.03315,0.45,1.428,0
69.8,0.03315,0.4485,1.4295,0
70,0.0332,0.4455,1.4325,0
70.2,0.0332,0.4425,1.434,0
70.399,0.0332,0.441,1.437,0
70.6,0.0332,0.4395,1.4385,0
70.8,0.0332,0.4365,1.4415,0
71,0.0332,0.435,1.443,0
71.2,0.0332,0.432,1.4445,0
71.4,0.03315,0.4305,1.4475,0
71.6,0.0332,0.4275,1.449,0
71.799,0.0332,0.426,1.4505,0
71.999,0.03325,0.4245,1.4535,0
72.199,0.0332,0.4215,1.455,0
72.4,0.0332,0.42,1.458,0
72.6,0.03325,0.4185,1.4595,0
72.8,0.03325,0.4155,1.4625,0
73,0.03325,0.414,1.464,0
73.199,0.0332,0.411,1.4655,0
73.4,0.03325,0.4095,1.4685,0
73.6,0.03325,0.408,1.47,0
73.8,0.0332,0.405,1.473,0
74,0.03325,0.4035,1.4745,0
74.2,0.03325,0.402,1.4775,0
74.4,0.03325,0.4005,1.479,0
74.6,0.03325,0.3975,1.482,0
74.8,0.03325,0.396,1.4835,0
75,0.0332,0.3945,1.485,0
75.2,0.03325,0.393,1.488,0
75.4,0.0332,0.39,1.4895,0
75.599,0.0332,0.3885,1.491,0
75.8,0.03325,0.387,1.494,0
76,0.03325,0.3855,1.4955,0
76.2,0.03325,0.3825,1.497,0
76.401,0.03325,0.381,1.5,0
76.6,0.03325,0.3795,1.5015,0
76.799,0.03325,0.378,1.5045,0
77,0.03325,0.375,1.506,0
77.2,0.03325,0.3735,1.5075,0
77.4,0.03325,0.372,1.5105,0
77.6,0.03325,0.3705,1.512,0
77.8,0.03325,0.369,1.5135,0
78,0.03325,0.3675,1.5165,0
78.2,0.03325,0.366,1.518,0
78.4,0.03325,0.3645,1.521,0
78.6,0.0332,0.3615,1.5225,0
78.8,0.0332,0.36,1.524,0
79,0.0332,0.3585,1.527,0
79.2,0.0333,0.357,1.5285,0
79.4,0.0332,0.3555,1.53,0
79.599,0.0332,0.354,1.533,0
79.8,0.0332,0.3525,1.5345,0
80,0.03325,0.351,1.5375,0
80.199,0.03315,0.3495,1.5375,0
80.399,0.03315,0.348,1.5405,0
80.599,0.03315,0.3465,1.542,0
80.8,0.03325,0.3435,1.5435,0
81,0.0332,0.342,1.5465,0
81.199,0.03315,0.3405,1.548,0
81.399,0.03315,0.339,1.5495,0
81.6,0.03315,0.3375,1.5525,0
81.802,0.03325,0.336,1.554,0
81.999,0.03315,0.3345,1.5555,0
82.199,0.03315,0.3345,1.5585,0
82.399,0.03315,0.3315,1.56,0
82.6,0.03315,0.3315,1.5615,0
82.8,0.03315,0.33,1.5645,0
82.999,0.03315,0.3285,1.566,0
83.199,0.03315,0.327,1.5675,0
83.4,0.03315,0.3255,1.5705,0
83.6,0.03315,0.324,1.572,0
83.8,0.03315,0.3225,1.575,0
84,0.03315,0.321,1.5765,0
84.2,0.03315,0.3195,1.578,0
84.4,0.03315,0.318,1.5795,0
84.6,0.03315,0.3165,1.5825,0
84.8,0.03315,0.315,1.584,0
84.999,0.03315,0.3135,1.5855,0
85.2,0.03315,0.312,1.587,0
85.4,0.03315,0.3105,1.59,0
85.601,0.03315,0.309,1.593,0
85.8,0.03315,0.309,1.593,0
86,0.03315,0.3075,1.5945,0
86.2,0.03315,0.306,1.5975,0
86.4,0.03315,0.3045,1.599,0
86.6,0.0331,0.303,1.602,0
86.799,0.03315,0.3015,1.6035,0
87,0.0331,0.3,1.605,0
87.2,0.03315,0.3,1.608,0
87.4,0.03315,0.2985,1.6095,0
87.6,0.0332,0.297,1.611,0
87.799,0.03315,0.2955,1.614,0
88,0.03315,0.294,1.6155,0
88.2,0.03315,0.2925,1.617,0
88.4,0.0331,0.2925,1.62,0
88.599,0.03315,0.291,1.6215,0
88.8,0.03315,0.2895,1.623,0
89,0.03315,0.288,1.626,0
89.2,0.03315,0.288,1.6275,0
89.4,0.03315,0.2865,1.629,0
89.601,0.03315,0.285,1.632,0
89.8,0.03315,0.2835,1.6335,0
90,0.03315,0.282,1.635,0
90.2,0.03315,0.2805,1.638,0
90.4,0.03315,0.2805,1.6395,0
90.6,0.03315,0.279,1.6395,0
90.8,0.03315,0.2775,1.641,0
91,0.03315,0.2775,1.6425,0
91.2,0.03315,0.276,1.6425,0
91.401,0.03315,0.276,1.6425,0
91.6,0.03315,0.2745,1.6425,0
91.799,0.03315,0.2745,1.6425,0
92,0.03315,0.2745,1.6425,0
92.2,0.03315,0.2745,1.6425,0
92.399,0.03315,0.273,1.6425,0
92.6,0.03315,0.273,1.6425,0
92.799,0.03315,0.273,1.641,0
92.999,0.03315,0.273,1.641,0
93.2,0.03315,0.273,1.641,0
93.4,0.03315,0.273,1.641,0
93.6,0.03315,0.273,1.6395,0
93.8,0.03315,0.273,1.638,0
94.001,0.03315,0.273,1.638,0
94.199,0.03315,0.273,1.6365,0
94.4,0.0331,0.2745,1.6365,0
94.6,0.03315,0.2745,1.635,0
94.8,0.03315,0.2745,1.635,0
94.999,0.03315,0.2745,1.6335,0
95.2,0.03315,0.2745,1.632,0
95.4,0.03315,0.276,1.632,0
95.6,0.0331,0.276,1.6305,0
95.8,0.03315,0.276,1.629,0
96,0.0331,0.276,1.629,0
96.2,0.0331,0.2775,1.6275,0
96.4,0.03305,0.2775,1.626,0
96.6,0.03305,0.2775,1.6275,0
96.8,0.03305,0.279,1.6245,0
97,0.03305,0.279,1.623,0
97.2,0.033,0.279,1.6245,0
97.4,0.033,0.2805,1.6215,0
97.6,0.033,0.2805,1.62,0
97.8,0.033,0.2805,1.6185,0
97.999,0.03295,0.282,1.6185,0
98.2,0.033,0.282,1.617,0
98.4,0.03315,0.2835,1.617,0
98.599,0.033,0.2835,1.6155,0
98.8,0.03315,0.2835,1.6155,0
99,0.03295,0.285,1.6125,0
99.2,0.033,0.285,1.611,0
99.4,0.03315,0.285,1.611,0
99.6,0.0331,0.2865,1.6095,0
99.8,0.033,0.2865,1.608,0
100,0.0331,0.288,1.6065,0
100.2,0.033,0.288,1.605,0
100.4,0.033,0.288,1.6035,0
100.6,0.033,0.2895,1.6035,0
100.799,0.03305,0.2895,1.602,0
100.999,0.03305,0.291,1.6005,0
101.2,0.033,0.291,1.6005,0
101.4,0.03305,0.2925,1.5975,0
101.6,0.03305,0.2925,1.5975,0
101.8,0.03305,0.2925,1.596,0
102,0.033,0.294,1.5945,0
102.2,0.03305,0.294,1.593,0
102.4,0.03305,0.2955,1.593,0
102.6,0.0331,0.2955,1.5915,0
102.8,0.0331,0.297,1.59,0
103.002,0.03315,0.297,1.5915,0
103.2,0.03305,0.2985,1.587,0
103.399,0.03305,0.2985,1.587,0
103.599,0.03305,0.3,1.587,0
103.8,0.03305,0.3,1.584,0
104,0.0331,0.3015,1.584,0
104.2,0.0331,0.3015,1.5825,0
104.4,0.0331,0.303,1.581,0
104.6,0.0331,0.303,1.5795,0
104.8,0.0331,0.3045,1.5795,0
105,0.033,0.3045,1.578,0
105.201,0.03305,0.306,1.578,0
105.4,0.0331,0.306,1.575,0
105.599,0.0331,0.3075,1.5735,0
105.799,0.0331,0.3075,1.5735,0
106,0.0331,0.309,1.572,0
106.201,0.03305,0.309,1.5705,0
106.399,0.0331,0.3105,1.569,0
106.6,0.03305,0.312,1.5675,0
106.8,0.0331,0.312,1.5675,0
107,0.03315,0.3135,1.566,0
107.2,0.03315,0.3135,1.5645,0
107.399,0.0331,0.315,1.563,0
107.599,0.03315,0.315,1.563,0
107.8,0.03305,0.3165,1.56,0
108,0.03315,0.318,1.56,0
108.2,0.03315,0.318,1.5585,0
108.4,0.03315,0.3195,1.557,0
108.6,0.03315,0.321,1.5555,0
108.799,0.0332,0.321,1.5555,0
109,0.03315,0.3225,1.554,0
109.2,0.03315,0.3225,1.5525,0
109.399,0.03315,0.324,1.551,0
109.6,0.03315,0.324,1.5495,0
109.8,0.0332,0.3255,1.5495,0
110,0.03315,0.3255,1.548,0
110.2,0.0332,0.327,1.5465,0
110.4,0.03315,0.3285,1.545,0
110.599,0.03315,0.3285,1.5435,0
110.8,0.0332,0.33,1.542,0
110.999,0.0332,0.33,1.542,0
111.199,0.03315,0.3315,1.5405,0
111.399,0.0332,0.3315,1.539,0
111.599,0.0332,0.333,1.5375,0
111.8,0.0332,0.3345,1.5375,0
111.999,0.0332,0.3345,1.536,0
112.199,0.0332,0.336,1.5345,0
112.401,0.03315,0.336,1.533,0
112.601,0.03315,0.3375,1.533,0
112.8,0.03325,0.3375,1.5315,0
113,0.03315,0.339,1.53,0
113.2,0.03325,0.339,1.5285,0
113.401,0.03315,0.339,1.5285,0
113.599,0.0332,0.3405,1.527,0
113.801,0.03315,0.342,1.5255,0
114,0.03325,0.342,1.524,0
114.2,0.0332,0.3435,1.5225,0
114.4,0.0332,0.3435,1.521,0
114.6,0.03325,0.345,1.521,0
114.8,0.03325,0.3465,1.5195,0
115,0.03325,0.3465,1.518,0
