Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_B2 / V,Voltage U_A2 / V
0,0.03315,2.1555,0.1155,0.2175
0.1,0.03325,2.1555,0.1155,0.2145
0.2,0.0332,2.1555,0.1155,0.2145
0.3,0.0332,2.1555,0.1155,0.2145
0.399,0.0332,2.1555,0.1155,0.2145
0.5,0.0332,2.1555,0.1125,0.2145
0.6,0.0332,2.1525,0.096,0.2145
0.699,0.0332,2.1525,0.0975,0.2145
0.8,0.0332,2.1525,0.0975,0.2145
0.9,0.0332,2.1525,0.0975,0.2145
1,0.0332,2.1525,0.0975,0.2145
1.099,0.0332,2.1525,0.0975,0.216
1.2,0.0331,2.1525,0.0975,0.2145
1.3,0.0332,2.1525,0.096,0.216
1.4,0.0332,2.1525,0.096,0.216
1.5,0.0332,2.1525,0.096,0.2175
1.6,0.0331,2.1525,0.096,0.2175
1.7,0.0331,2.1525,0.0975,0.2175
1.8,0.0332,2.154,0.096,0.219
1.9,0.0332,2.154,0.096,0.222
2,0.0331,2.154,0.096,0.222
2.1,0.0332,2.1555,0.0975,0.2235
2.2,0.0332,2.1555,0.0975,0.2235
2.299,0.0332,2.157,0.099,0.225
2.399,0.03315,2.1585,0.099,0.2265
2.5,0.03315,2.1585,0.099,0.228
2.599,0.03325,2.16,0.099,0.2295
2.7,0.03315,2.16,0.099,0.231
2.799,0.0332,2.1615,0.099,0.2325
2.899,0.03315,2.163,0.1005,0.234
3.001,0.03305,2.1645,0.1005,0.2355
3.1,0.03305,2.166,0.1005,0.237
3.199,0.03315,2.166,0.1005,0.2385
3.3,0.03305,2.1675,0.1005,0.24
3.399,0.03315,2.169,0.1005,0.2415
3.5,0.033,2.1705,0.1005,0.2445
3.6,0.033,2.172,0.1005,0.2445
3.7,0.0331,2.1735,0.102,0.2445
3.799,0.0331,2.175,0.102,0.246
3.9,0.033,2.178,0.1035,0.249
3.999,0.03315,2.1795,0.1035,0.249
4.1,0.0331,2.181,0.1035,0.2505
4.2,0.0331,2.1825,0.1035,0.2535
4.299,0.0331,2.184,0.1035,0.2535
4.4,0.0331,2.187,0.1065,0.255
4.5,0.0331,2.1885,0.1065,0.258
4.599,0.0331,2.19,0.1095,0.258
4.7,0.03305,2.193,0.1095,0.261
4.801,0.0332,2.1945,0.1125,0.2625
4.901,0.0331,2.1975,0.117,0.264
4.999,0.03305,2.199,0.1185,0.264
5.1,0.0331,2.202,0.1185,0.267
5.201,0.03315,2.2035,0.1185,0.2685
5.299,0.03305,2.205,0.1185,0.2685
5.399,0.03305,2.208,0.12,0.27
5.5,0.03315,2.2095,0.12,0.2715
5.6,0.03305,2.211,0.1215,0.273
5.7,0.03315,2.214,0.123,0.2745
5.8,0.0332,2.217,0.1275,0.276
5.9,0.033,2.22,0.129,0.2775
6,0.03305,2.223,0.144,0.279
6.099,0.03305,2.226,0.1455,0.2805
6.201,0.0332,2.2275,0.1455,0.2835
6.299,0.033,2.2305,0.1455,0.2835
6.4,0.03315,2.232,0.147,0.2865
6.5,0.033,2.2335,0.147,0.2865
6.6,0.033,2.2365,0.1455,0.288
6.699,0.033,2.238,0.1455,0.2895
6.801,0.0332,2.241,0.147,0.2925
6.9,0.033,2.2425,0.147,0.2925
7,0.03305,2.2455,0.147,0.294
7.1,0.03315,2.247,0.147,0.2955
7.201,0.0332,2.2485,0.147,0.2985
7.3,0.03305,2.2515,0.147,0.3
7.4,0.03305,2.253,0.147,0.3
7.5,0.0332,2.256,0.147,0.3015
7.6,0.03305,2.2575,0.147,0.3015
7.7,0.0332,2.259,0.147,0.306
7.799,0.03315,2.262,0.147,0.3045
7.9,0.0332,2.2635,0.147,0.3075
8.001,0.0332,2.265,0.147,0.309
8.101,0.0332,2.268,0.147,0.3105
8.199,0.03315,2.2695,0.147,0.3105
8.3,0.0332,2.2725,0.147,0.3135
8.401,0.0332,2.274,0.147,0.315
8.5,0.03315,2.2755,0.147,0.315
8.6,0.0332,2.2785,0.147,0.318
8.701,0.0332,2.28,0.147,0.3195
8.8,0.0332,2.283,0.147,0.3195
8.9,0.03315,2.2845,0.147,0.321
9,0.03315,2.2875,0.147,0.3255
9.1,0.03315,2.289,0.147,0.324
9.2,0.0332,2.292,0.147,0.3255
9.3,0.0332,2.2935,0.147,0.327
9.401,0.0332,2.295,0.147,0.33
9.5,0.0332,2.298,0.147,0.33
9.601,0.0332,2.2995,0.147,0.3315
9.7,0.0332,2.3025,0.147,0.333
9.8,0.0332,2.304,0.147,0.3345
9.9,0.0332,2.3055,0.147,0.336
10,0.0332,2.3085,0.147,0.3375
10.1,0.03315,2.31,0.147,0.339
10.201,0.0333,2.313,0.147,0.342
10.3,0.03315,2.3145,0.1485,0.3405
10.4,0.0332,2.316,0.1485,0.3435
10.5,0.0332,2.319,0.147,0.345
10.6,0.0332,2.3205,0.1485,0.3465
10.701,0.0332,2.3235,0.1485,0.348
10.8,0.0332,2.325,0.15,0.348
10.9,0.0332,2.328,0.1485,0.3495
11,0.0332,2.3295,0.15,0.351
11.1,0.03315,2.3325,0.15,0.3525
11.199,0.03315,2.334,0.1485,0.354
11.3,0.03315,2.3355,0.1485,0.3555
11.4,0.0332,2.3385,0.15,0.357
11.5,0.03315,2.34,0.1485,0.3585
11.6,0.0332,2.343,0.15,0.3585
11.7,0.03315,2.3445,0.15,0.36
11.8,0.0332,2.3475,0.15,0.3615
11.9,0.0332,2.349,0.15,0.3645
12,0.03315,2.3505,0.15,0.366
12.1,0.0332,2.3535,0.15,0.366
12.2,0.0332,2.355,0.15,0.3675
12.299,0.0332,2.3565,0.15,0.369
12.4,0.03315,2.3595,0.15,0.3705
12.501,0.0332,2.361,0.15,0.372
12.6,0.03315,2.364,0.15,0.3735
12.7,0.0332,2.3655,0.15,0.375
12.801,0.0332,2.367,0.15,0.3765
12.9,0.03315,2.37,0.15,0.378
13,0.0332,2.3715,0.15,0.3795
13.1,0.0332,2.3745,0.15,0.381
13.2,0.0332,2.376,0.15,0.381
13.3,0.0332,2.379,0.15,0.384
13.401,0.0332,2.3805,0.15,0.384
13.501,0.0332,2.382,0.15,0.3855
13.601,0.0332,2.385,0.15,0.3885
13.7,0.0332,2.3865,0.15,0.3885
13.8,0.0332,2.3895,0.15,0.39
13.901,0.0332,2.391,0.15,0.3915
14,0.0332,2.3925,0.15,0.393
14.1,0.0332,2.3955,0.15,0.3945
14.2,0.0332,2.397,0.15,0.3945
14.3,0.03315,2.3985,0.15,0.396
14.399,0.0332,2.4015,0.15,0.3975
14.5,0.03315,2.403,0.15,0.4005
14.6,0.0332,2.4045,0.15,0.4005
14.7,0.03315,2.4075,0.15,0.402
14.799,0.03315,2.409,0.15,0.4035
14.9,0.0332,2.4105,0.15,0.405
15,0.03315,2.4135,0.15,0.4065
15.1,0.0332,2.415,0.15,0.408
15.2,0.03315,2.4165,0.15,0.4095
15.3,0.0332,2.4195,0.15,0.4095
15.4,0.0332,2.421,0.15,0.411
15.5,0.03315,2.4225,0.15,0.4125
15.599,0.0332,2.4255,0.15,0.414
15.7,0.0332,2.427,0.15,0.4155
15.8,0.0332,2.43,0.15,0.417
15.9,0.03315,2.4315,0.15,0.4185
16,0.0332,2.433,0.15,0.42
16.1,0.0332,2.436,0.15,0.4215
16.2,0.03315,2.4375,0.15,0.423
16.3,0.0332,2.439,0.15,0.423
16.4,0.0332,2.442,0.15,0.4245
16.5,0.0332,2.4435,0.15,0.426
16.6,0.0332,2.445,0.15,0.4275
16.7,0.0332,2.448,0.15,0.429
16.799,0.0332,2.4495,0.15,0.4305
16.9,0.0332,2.451,0.15,0.432
17,0.0332,2.4525,0.15,0.432
17.099,0.0332,2.4555,0.15,0.435
17.2,0.0332,2.457,0.15,0.4365
17.3,0.03315,2.4585,0.15,0.4365
17.4,0.0332,2.4615,0.1515,0.438
17.5,0.03315,2.463,0.15,0.4395
17.6,0.0332,2.4645,0.1515,0.441
17.701,0.0332,2.4675,0.1515,0.4425
17.801,0.03325,2.469,0.15,0.4455
17.9,0.0332,2.4705,0.15,0.444
18,0.0332,2.472,0.15,0.4455
18.099,0.03315,2.475,0.15,0.447
18.199,0.0332,2.4765,0.15,0.4485
18.3,0.0332,2.478,0.1515,0.45
18.4,0.0332,2.4795,0.1515,0.4515
18.5,0.0332,2.4825,0.1515,0.453
18.6,0.0332,2.484,0.1515,0.456
18.7,0.03315,2.4855,0.15,0.456
18.8,0.0332,2.4885,0.1515,0.4575
18.9,0.0332,2.49,0.1515,0.4575
18.999,0.0332,2.4915,0.1515,0.459
19.099,0.0332,2.4945,0.1515,0.4605
19.2,0.0332,2.496,0.15,0.4635
19.3,0.0332,2.4975,0.1515,0.4635
19.4,0.0332,2.499,0.1515,0.465
19.5,0.03315,2.5005,0.1515,0.4665
19.599,0.0332,2.502,0.1515,0.4665
19.699,0.0332,2.505,0.1515,0.468
19.799,0.03315,2.5065,0.1515,0.4695
19.9,0.0332,2.508,0.1515,0.471
20,0.03325,2.5095,0.1515,0.474
20.1,0.0332,2.511,0.15,0.4755
20.2,0.0332,2.5125,0.1515,0.4755
20.3,0.03325,2.5155,0.1515,0.477
20.4,0.03325,2.517,0.1515,0.4785
20.499,0.0332,2.5185,0.1515,0.48
20.6,0.03315,2.52,0.1515,0.48
20.699,0.03315,2.523,0.1515,0.4815
20.799,0.03315,2.5245,0.1515,0.483
20.9,0.0332,2.526,0.1515,0.4845
20.999,0.0332,2.5275,0.1515,0.4845
21.099,0.03315,2.529,0.1515,0.4875
21.2,0.0332,2.532,0.1515,0.489
21.3,0.0332,2.5335,0.15,0.489
21.399,0.0333,2.535,0.15,0.492
21.499,0.0332,2.5365,0.1515,0.492
21.599,0.03315,2.538,0.1515,0.4935
21.7,0.03315,2.541,0.15,0.495
21.8,0.03315,2.5425,0.1515,0.4965
21.9,0.0332,2.544,0.1515,0.498
22,0.0333,2.5455,0.15,0.4995
22.1,0.0332,2.547,0.15,0.4995
22.201,0.0333,2.5485,0.1515,0.5025
22.299,0.03315,2.55,0.1515,0.5025
22.401,0.0333,2.5515,0.15,0.5055
22.5,0.0332,2.553,0.15,0.5055
22.6,0.0332,2.5545,0.15,0.507
22.701,0.0333,2.556,0.15,0.5085
22.799,0.0332,2.5575,0.15,0.51
22.901,0.03325,2.559,0.15,0.5115
23,0.03325,2.5605,0.15,0.5115
23.1,0.0333,2.562,0.15,0.513
23.2,0.0333,2.5635,0.15,0.5145
23.3,0.03325,2.565,0.15,0.516
23.4,0.03325,2.568,0.15,0.5175
23.5,0.0333,2.568,0.15,0.519
23.6,0.03325,2.5695,0.15,0.5205
23.699,0.03325,2.5725,0.15,0.522
23.8,0.03325,2.574,0.15,0.522
23.899,0.0332,2.5755,0.15,0.5235
24,0.03325,2.577,0.15,0.525
24.1,0.0333,2.5785,0.15,0.5265
24.2,0.03325,2.58,0.15,0.528
24.301,0.03325,2.5815,0.15,0.528
24.4,0.03325,2.583,0.15,0.5295
24.5,0.03325,2.5845,0.15,0.531
24.599,0.0333,2.586,0.15,0.5325
24.701,0.0332,2.5875,0.15,0.534
24.8,0.03325,2.589,0.15,0.5355
24.9,0.0333,2.5905,0.15,0.5355
25,0.0333,2.592,0.15,0.537
25.099,0.03325,2.592,0.15,0.5385
25.199,0.03325,2.5935,0.15,0.54
25.299,0.0333,2.595,0.15,0.5415
25.4,0.0333,2.5965,0.15,0.543
25.501,0.03325,2.598,0.15,0.543
25.6,0.0333,2.5995,0.15,0.5445
25.7,0.03325,2.601,0.15,0.546
25.799,0.0333,2.6025,0.15,0.5475
25.9,0.0333,2.604,0.15,0.549
25.999,0.0332,2.6055,0.15,0.549
26.099,0.0333,2.6055,0.15,0.552
26.2,0.03325,2.607,0.15,0.552
26.3,0.0333,2.6085,0.15,0.5535
26.4,0.03325,2.61,0.15,0.555
26.5,0.0333,2.6115,0.1485,0.5565
26.6,0.03325,2.613,0.15,0.558
26.7,0.0333,2.6145,0.1485,0.5595
26.799,0.0332,2.6145,0.15,0.561
26.9,0.03325,2.616,0.1485,0.561
26.999,0.0333,2.6175,0.1485,0.5625
27.1,0.0333,2.619,0.1485,0.564
27.2,0.0333,2.6205,0.1485,0.5655
27.299,0.0333,2.6205,0.1485,0.567
27.4,0.0332,2.622,0.1485,0.5685
27.501,0.0332,2.6235,0.1485,0.5685
27.601,0.0332,2.625,0.1485,0.57
27.7,0.03325,2.6265,0.1485,0.5715
27.8,0.0333,2.6265,0.1485,0.573
27.9,0.0333,2.628,0.1485,0.5745
28,0.03325,2.6295,0.1485,0.5745
28.1,0.0332,2.631,0.1485,0.576
28.2,0.03325,2.631,0.1485,0.5775
28.301,0.03325,2.6325,0.1485,0.579
28.4,0.0332,2.634,0.1485,0.5805
28.501,0.03315,2.634,0.1485,0.582
28.601,0.0332,2.6355,0.1485,0.582
28.699,0.03325,2.637,0.1485,0.5835
28.799,0.03325,2.6385,0.1485,0.585
28.901,0.0332,2.6385,0.147,0.5865
28.999,0.0333,2.64,0.1485,0.5865
29.1,0.03325,2.64,0.1485,0.588
29.199,0.03325,2.6415,0.1485,0.5895
29.299,0.03325,2.6415,0.147,0.591
29.4,0.0332,2.643,0.1485,0.5925
29.5,0.03325,2.6445,0.147,0.5925
29.6,0.03325,2.6445,0.147,0.594
29.7,0.0332,2.646,0.147,0.5955
29.799,0.03325,2.646,0.147,0.597
29.901,0.03315,2.6475,0.147,0.5985
30,0.03325,2.649,0.147,0.6
30.1,0.03325,2.649,0.147,0.6015
30.2,0.03325,2.6505,0.147,0.6015
30.3,0.03325,2.6505,0.147,0.603
30.399,0.03325,2.652,0.147,0.6045
30.5,0.0332,2.652,0.147,0.606
30.601,0.0331,2.6535,0.147,0.6075
30.7,0.03325,2.6535,0.147,0.609
30.801,0.03315,2.655,0.147,0.609
30.9,0.0332,2.655,0.147,0.6105
31.001,0.03315,2.6565,0.1455,0.612
31.099,0.0332,2.6565,0.1455,0.6135
31.2,0.03325,2.658,0.1455,0.615
31.302,0.03305,2.658,0.1455,0.615
31.401,0.03305,2.658,0.1455,0.618
31.501,0.03315,2.6595,0.1455,0.618
31.601,0.03315,2.6595,0.1455,0.6195
31.7,0.03315,2.661,0.1455,0.621
31.8,0.03315,2.661,0.1455,0.6225
31.901,0.03315,2.661,0.1455,0.624
32.001,0.03315,2.6625,0.1455,0.624
32.1,0.03315,2.6625,0.1455,0.6255
32.201,0.03315,2.6625,0.1455,0.627
32.301,0.03315,2.664,0.1455,0.6285
32.4,0.03315,2.664,0.1455,0.6285
32.5,0.03315,2.664,0.1455,0.63
32.601,0.033,2.6655,0.1455,0.6315
32.701,0.0331,2.6655,0.1455,0.633
32.8,0.03315,2.6655,0.144,0.6345
32.9,0.0331,2.667,0.144,0.6345
33,0.0331,2.667,0.144,0.636
33.101,0.0331,2.667,0.144,0.6375
33.2,0.0332,2.667,0.144,0.639
33.3,0.0332,2.667,0.144,0.639
33.399,0.03315,2.6685,0.144,0.6405
33.501,0.033,2.6685,0.144,0.642
33.6,0.0332,2.6685,0.144,0.6435
33.7,0.0332,2.6685,0.144,0.645
33.8,0.0331,2.6685,0.144,0.6465
33.901,0.03295,2.67,0.144,0.6465
34,0.0332,2.67,0.144,0.648
34.1,0.0331,2.67,0.1425,0.6495
34.2,0.0331,2.67,0.144,0.651
34.301,0.03305,2.67,0.1425,0.651
34.4,0.03315,2.67,0.1425,0.6525
34.5,0.03305,2.67,0.1425,0.654
34.601,0.03305,2.67,0.1425,0.6555
34.7,0.03305,2.67,0.1425,0.657
34.801,0.03305,2.67,0.1425,0.6585
34.9,0.03305,2.67,0.1425,0.6585
35,0.03305,2.67,0.1425,0.66
35.101,0.03305,2.67,0.1425,0.6615
35.199,0.0332,2.67,0.141,0.663
35.3,0.03315,2.67,0.141,0.6645
35.401,0.0331,2.67,0.141,0.6645
35.5,0.033,2.67,0.141,0.666
35.601,0.03315,2.67,0.141,0.6675
35.7,0.033,2.67,0.141,0.669
35.8,0.03315,2.67,0.141,0.6705
35.901,0.033,2.67,0.141,0.6705
36,0.03315,2.67,0.141,0.672
36.101,0.03315,2.67,0.1395,0.6735
36.2,0.033,2.67,0.1395,0.6735
36.3,0.033,2.6685,0.141,0.6735
36.4,0.033,2.6685,0.1395,0.6765
36.5,0.0331,2.6685,0.1395,0.678
36.601,0.033,2.6685,0.1395,0.678
36.702,0.03315,2.6685,0.1395,0.678
36.801,0.03315,2.667,0.1395,0.681
36.901,0.03295,2.667,0.1395,0.6825
37,0.03305,2.667,0.1395,0.684
37.1,0.033,2.667,0.138,0.684
37.2,0.033,2.6655,0.138,0.6855
37.301,0.033,2.6655,0.138,0.687
37.401,0.033,2.6655,0.138,0.6885
37.5,0.033,2.664,0.138,0.6885
37.601,0.0332,2.664,0.138,0.69
37.701,0.033,2.664,0.138,0.6915
37.801,0.03305,2.6625,0.138,0.693
37.9,0.033,2.6625,0.138,0.693
38.001,0.03315,2.6625,0.1365,0.6945
38.101,0.03305,2.661,0.1365,0.696
38.2,0.0331,2.661,0.1365,0.6975
38.3,0.03305,2.6595,0.1365,0.6975
38.401,0.03305,2.6595,0.1365,0.7005
38.501,0.0331,2.658,0.1365,0.7005
38.6,0.0331,2.658,0.1365,0.702
38.701,0.03315,2.658,0.1365,0.702
38.8,0.033,2.6565,0.135,0.705
38.9,0.03325,2.6565,0.135,0.702
39,0.03315,2.655,0.135,0.7065
39.101,0.03315,2.6535,0.135,0.705
39.201,0.03315,2.6535,0.135,0.7095
39.301,0.03315,2.652,0.135,0.711
39.401,0.03315,2.652,0.135,0.711
39.501,0.03315,2.6505,0.1335,0.7125
39.6,0.033,2.649,0.1335,0.714
39.7,0.03315,2.649,0.1335,0.7155
39.8,0.03315,2.6475,0.1335,0.717
39.9,0.033,2.646,0.1335,0.717
40.001,0.03315,2.646,0.1335,0.7185
40.1,0.03315,2.6445,0.1335,0.7185
40.201,0.03315,2.643,0.132,0.72
40.301,0.0332,2.643,0.132,0.7215
40.401,0.03315,2.6415,0.132,0.7215
40.5,0.03315,2.64,0.132,0.723
40.601,0.03315,2.64,0.132,0.7245
40.701,0.03315,2.6385,0.132,0.726
40.8,0.03315,2.637,0.132,0.7275
40.901,0.03315,2.6355,0.1305,0.729
41.001,0.03315,2.634,0.1305,0.729
41.101,0.03315,2.634,0.1305,0.7305
41.2,0.033,2.6325,0.1305,0.732
41.299,0.033,2.631,0.1305,0.7335
41.4,0.033,2.6295,0.1305,0.735
41.499,0.03305,2.628,0.129,0.735
41.6,0.03315,2.6265,0.129,0.7365
41.701,0.03315,2.625,0.129,0.7365
41.8,0.03305,2.6235,0.129,0.7395
41.899,0.03305,2.622,0.129,0.741
42.001,0.03315,2.6205,0.129,0.741
42.1,0.03315,2.619,0.129,0.7425
42.2,0.03305,2.6175,0.1275,0.744
42.3,0.03305,2.616,0.1275,0.7455
42.4,0.0331,2.6145,0.1275,0.7455
42.499,0.0331,2.613,0.1275,0.747
42.601,0.03315,2.6115,0.1275,0.747
42.7,0.0331,2.61,0.126,0.75
42.801,0.0332,2.6085,0.126,0.75
42.901,0.0332,2.6055,0.126,0.7515
43,0.03315,2.604,0.126,0.7515
43.1,0.03315,2.6025,0.126,0.753
43.2,0.0332,2.601,0.126,0.7545
43.299,0.03315,2.5995,0.126,0.756
43.4,0.0332,2.598,0.1245,0.7575
43.5,0.03315,2.595,0.1245,0.759
43.601,0.03315,2.5935,0.1245,0.759
43.701,0.03315,2.592,0.1245,0.7605
43.8,0.03315,2.5905,0.1245,0.762
43.901,0.0332,2.5875,0.1245,0.762
44.001,0.03315,2.586,0.123,0.7635
44.099,0.03315,2.5845,0.123,0.765
44.201,0.03315,2.583,0.123,0.765
44.3,0.03315,2.58,0.123,0.768
44.4,0.03315,2.5785,0.123,0.768
44.501,0.03315,2.5755,0.123,0.768
44.6,0.03315,2.574,0.1215,0.7695
44.7,0.0332,2.571,0.1215,0.771
44.799,0.03315,2.5695,0.1215,0.7725
44.9,0.03315,2.568,0.1215,0.774
44.999,0.033,2.565,0.1215,0.7755
45.099,0.03315,2.5635,0.12,0.7755
45.2,0.03315,2.5605,0.12,0.777
45.301,0.03315,2.559,0.12,0.777
45.401,0.0332,2.556,0.12,0.7785
45.499,0.03315,2.5545,0.12,0.78
45.6,0.03315,2.5515,0.12,0.7815
45.701,0.03315,2.55,0.1185,0.7815
45.799,0.03315,2.547,0.1185,0.783
45.901,0.0332,2.544,0.1185,0.7845
45.999,0.03315,2.5425,0.1185,0.786
46.101,0.03315,2.5395,0.1185,0.786
46.2,0.03315,2.538,0.117,0.7875
46.3,0.03315,2.535,0.117,0.789
46.4,0.03315,2.5335,0.117,0.789
46.501,0.03315,2.5305,0.117,0.7905
46.599,0.03315,2.5275,0.117,0.792
46.701,0.03315,2.526,0.117,0.792
46.8,0.03315,2.523,0.1155,0.795
46.9,0.03315,2.52,0.1155,0.7965
47,0.03315,2.517,0.1155,0.7965
47.1,0.03315,2.514,0.1155,0.7965
47.2,0.03315,2.5125,0.1155,0.7995
47.301,0.0332,2.5095,0.1155,0.7995
47.4,0.03315,2.5065,0.114,0.801
47.499,0.03315,2.5035,0.114,0.8025
47.601,0.03315,2.502,0.114,0.8025
47.7,0.03315,2.499,0.1125,0.804
47.8,0.03315,2.496,0.1125,0.8055
47.901,0.03315,2.493,0.1125,0.8055
48,0.0332,2.49,0.1125,0.807
48.101,0.03315,2.487,0.1125,0.8085
48.2,0.03315,2.484,0.1125,0.81
48.301,0.0332,2.481,0.111,0.81
48.4,0.0332,2.478,0.111,0.813
48.501,0.03315,2.475,0.111,0.8145
48.6,0.03315,2.472,0.111,0.813
48.701,0.0332,2.469,0.111,0.8145
48.8,0.03315,2.466,0.111,0.816
48.9,0.0332,2.463,0.1095,0.8175
49,0.03315,2.46,0.1095,0.8175
49.101,0.0332,2.457,0.1095,0.819
49.201,0.03315,2.454,0.1095,0.8205
49.3,0.03315,2.451,0.108,0.8205
49.401,0.0332,2.448,0.108,0.822
49.501,0.0332,2.445,0.108,0.8235
49.6,0.03315,2.442,0.108,0.825
49.7,0.03315,2.439,0.108,0.8265
49.799,0.0332,2.436,0.1065,0.828
49.901,0.03315,2.4315,0.1065,0.8265
50.001,0.03315,2.4285,0.1065,0.8295
50.1,0.0332,2.4255,0.1065,0.8295
50.201,0.0332,2.4225,0.1065,0.831
50.3,0.03315,2.4195,0.105,0.8325
50.399,0.03315,2.415,0.105,0.834
50.501,0.0332,2.412,0.105,0.8325
50.6,0.03315,2.409,0.105,0.8355
50.7,0.03315,2.406,0.105,0.837
50.801,0.0332,2.403,0.1035,0.837
50.899,0.03315,2.4,0.1035,0.8385
51.001,0.03325,2.3955,0.1035,0.8385
51.101,0.03315,2.3925,0.1035,0.84
51.2,0.0332,2.3895,0.102,0.8415
51.301,0.0333,2.385,0.102,0.8415
51.4,0.03315,2.382,0.102,0.8445
51.5,0.0332,2.379,0.102,0.846
51.599,0.0332,2.3745,0.102,0.8475
51.7,0.03315,2.3715,0.102,0.846
51.801,0.03325,2.3685,0.1005,0.8475
51.9,0.0332,2.3655,0.1005,0.8505
52,0.0332,2.361,0.1005,0.852
52.101,0.0333,2.358,0.1005,0.8505
52.2,0.03315,2.3535,0.1005,0.8535
52.301,0.0333,2.3505,0.099,0.8535
52.401,0.0333,2.3475,0.099,0.8535
52.499,0.03315,2.3445,0.099,0.8565
52.601,0.0332,2.34,0.099,0.8565
52.7,0.0332,2.337,0.0975,0.858
52.8,0.03325,2.334,0.0975,0.858
52.901,0.0332,2.331,0.0975,0.8595
53,0.0332,2.3265,0.0975,0.861
53.1,0.0332,2.3235,0.0975,0.8625
53.2,0.03325,2.319,0.0975,0.8625
53.301,0.03325,2.316,0.096,0.8625
53.401,0.03325,2.3115,0.096,0.864
53.501,0.03325,2.307,0.096,0.8655
53.6,0.03325,2.304,0.096,0.867
53.701,0.0333,2.2995,0.096,0.867
53.802,0.03325,2.2965,0.0945,0.8685
53.901,0.0333,2.292,0.0945,0.87
54.001,0.03325,2.289,0.0945,0.87
54.101,0.0333,2.2845,0.0945,0.8715
54.2,0.0333,2.28,0.0945,0.873
54.301,0.03325,2.277,0.093,0.8745
54.4,0.03325,2.2725,0.093,0.8745
54.501,0.0333,2.268,0.093,0.876
54.6,0.0333,2.265,0.093,0.8775
54.701,0.03325,2.2605,0.093,0.8775
54.801,0.0333,2.2575,0.0915,0.879
54.9,0.0332,2.253,0.0915,0.8805
54.999,0.0332,2.2485,0.0915,0.8835
55.099,0.0332,2.244,0.0915,0.882
55.2,0.0333,2.241,0.0915,0.8835
55.301,0.0333,2.2365,0.09,0.885
55.4,0.0332,2.232,0.09,0.885
55.5,0.0333,2.229,0.09,0.8865
55.601,0.03325,2.2245,0.09,0.888
55.701,0.0333,2.22,0.09,0.888
55.801,0.0333,2.2155,0.0885,0.8895
55.9,0.03325,2.211,0.0885,0.891
56.001,0.03325,2.208,0.0885,0.8925
56.101,0.0333,2.2035,0.0885,0.8925
56.2,0.0333,2.199,0.0885,0.894
56.3,0.0333,2.196,0.087,0.8955
56.402,0.0332,2.19,0.087,0.8955
56.499,0.03325,2.187,0.087,0.897
56.6,0.0333,2.1825,0.087,0.8985
56.7,0.0333,2.178,0.0855,0.8985
56.8,0.0333,2.1735,0.0855,0.9
56.901,0.0332,2.169,0.0855,0.9015
56.999,0.0333,2.166,0.0855,0.903
57.101,0.0332,2.1615,0.0855,0.903
57.199,0.0333,2.157,0.084,0.9045
57.299,0.0333,2.1525,0.084,0.906
57.401,0.0332,2.148,0.084,0.9075
57.501,0.03325,2.145,0.084,0.9075
57.601,0.03325,2.1405,0.084,0.909
57.7,0.03325,2.136,0.084,0.9105
57.801,0.0332,2.1315,0.0825,0.9105
57.901,0.03325,2.127,0.0825,0.912
58,0.03325,2.1225,0.0825,0.9135
58.101,0.0332,2.118,0.0825,0.9135
58.201,0.0332,2.1135,0.0825,0.915
